AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Nariño,Tangua,95,22.284210526300001,2.7412727272,7.2229473684,0.4254237288,75.9621052631,,,,,,,64.658947368400007,,0.273368421,2.4408333333,,0,0.0024285714,0.138,,668.48421052629999,20.589473684200001,,,,,,,,,,,,,,,,,,,42.334000000000003,42.334000000000003,ALTO
2015,Nariño,Túquerres,222,21.0495495495,2.2345985401,7.1507252252,0.4909090909,44.193243243200001,,,,,,,39.136036036,,0.3475113122,3.766,0,,0.0373333333,,,3253.4099099098999,54.905405405400003,,,,,,,,,,,,,,,,,,,53.263558000000003,53.263558000000003,ALTO
2015,Nariño,Yacuanquer,61,28.606557377000001,3.0842857142,7.3027868852,1.1079166666,41.072131147500002,,,,,,,31.770491803199999,,0.3875409836,3.8,,0,0.0112857142,0.125,,1712.6557377049,51.639344262199998,,,,,,,,,,,,,,,,,,,44.760326999999997,44.760326999999997,ALTO
2015,Norte de Santander,Abrego,30,8.073333333300001,0.85,7.5946666666,0.6966666666,44.756666666599997,,0.07625,,,,0,61.933333333299998,3.1724137931,0.0833333333,2.1633333333,,0,,,,413.63333333330002,86.233333333299996,,,,,,,,,,,,,,0,2,,,,21.825333000000001,20.87,MEDIO
2015,Norte de Santander,Arboledas,18,3.0833333333,0.3166666666,7.6433333333,0.9555555555,67.988888888800005,,0.0761538461,,,,,90.277777777699995,2.8888888888,0.05,3.2833333333,,0,,,,393.05555555550001,1.1666666666,,,,,,,,,,,,,,,,,,,19.708888000000002,19.708888000000002,MEDIO
2015,Norte de Santander,Bochalema,21,4.135,0.58,7.5525,0.8475,36.164999999999999,,0.1806666666,,,,,52.3,1.15,0.06,2.0166666666,,0,,,,452.90476190470002,19.142857142800001,,,,,,,,,,,,,,0,2,,,,28.09619,23.334285000000001,MEDIO
2015,Norte de Santander,Bucarasica,9,5.0875,0.6125,7.55,0.4,24.625,,0.064,,,,,31.75,0.125,,2.025,,0,,,,806.77777777769995,15.8888888888,,,,,,,,,,,,,,,,,,,29.386666000000002,29.386666000000002,MEDIO
2015,Norte de Santander,Cachirá,10,14.04,2.58,7.714,0.77,85.51,,0.095,,,,,113.6,2.1,0.4375,1.8,,0,,0.03,,417.1,11,,,,,,,,,,,,,,,,,,,28.609000000000002,28.609000000000002,MEDIO
2015,Norte de Santander,Cácota,11,14.372727272700001,2.8727272727,7.3027272727,0.6181818181,20.063636363600001,,0.11375,,,,,44.090909090899999,14.4,0.2233333333,4.35,,0,,0.005,,268.36363636359999,13.0909090909,,,,,,,,,,,,,,0,0,,,,35.159999999999997,35.159999999999997,ALTO
2015,Norte de Santander,Chinácota,25,8.0958333333,1.3875,7.7570833333,1.1583333333,89.295833333299996,,0.0161111111,,,,,115.75,11.458333333300001,0.6075,3.6125,,0,,0.042,,428.72,10.48,,,,,,,,,,,,,,,,,,,23.418800000000001,23.418800000000001,MEDIO
2015,Norte de Santander,Chitagá,14,10.807142857100001,1.3,6.8778571428,0.6285714285,25.242857142799998,,0.079,,,,,39.857142857100001,1.5714285714,0.12,2.3071428571,,0.0057142857,,,,560.42857142850005,41.214285714200003,,,,,,,,,,,,,,,,,,,34.388570999999999,34.388570999999999,MEDIO
2015,Norte de Santander,Convención,22,6.23,0.4815,7.3105,0.79,22.234999999999999,,0.024117647,,,,,48,2.15,0.02,2.515,,0,,,,978.77272727269997,54.795454545399998,,,,,,,,,,,,,,,,,,,35.105454000000002,35.105454000000002,ALTO
2015,Norte de Santander,Cúcuta,93,5.1984848484,0.4207575757,7.7459090909,0.8156060606,77.8818181818,,0.0756,,,,,105.16666666659999,20.848484848399998,0.2563636363,9.141060606,0,0,,0.0731666666,,26.3118279569,0.376344086,,,,,,,,,,,,,,,,,,,1.604516,1.604516,SIN RIESGO
2015,Norte de Santander,Cucutilla,13,4.9153846153,0.9615384615,7.5292307692,0.6692307692,36.2923076923,,0.0572727272,,,,,50.923076923000004,0,0.18,1.5538461538,,0,,,,1303.0769230768999,36.461538461499998,,,,,,,,,,,,,,,,,,,37.979999999999997,37.979999999999997,ALTO
2015,Norte de Santander,Durania,18,5.2444444444,0.8838888888,7.3633333333,0.8583333333,48.455555555499998,,0.028,,,,,63.333333333299997,2.0555555555,0.11,3.6647058823,,0.0022222222,,0,,744.44444444440001,65.833333333300004,,,,,,,,,,,,,,1,0,,,,28.382777000000001,22.827221999999999,MEDIO
2015,Norte de Santander,El Carmen,14,4.5857142857,0.5571428571,8.3835714285,0.6142857142,121.27142857139999,,0.149090909,,,,,125.6428571428,6.5,,3.5857142857,,0,,0.19,,392.78571428570001,35,,,,,,,,,,,,,,,,,,,16.992142000000001,16.992142000000001,MEDIO
2015,Norte de Santander,El Tarra,18,12.894444444399999,1.1277777777,7.29,0.6388888888,29.383333333300001,,0.173076923,,,,,46.833333333299997,0.1111111111,0.085,2.3055555555,,0,,,,792.27777777769995,30.833333333300001,,,,,,,,,,,,,,0,0,,,,30.157222000000001,30.157222000000001,MEDIO
2015,Norte de Santander,El Zulia,29,5.4448275862,0.5206896551,7.7410344827,0.8586206896,63.831034482699998,,0.0328571428,,,,,93.241379310300005,5.5517241379,0.3,4.4724137931,,0,,0.07,,438.20689655170003,67.551724137899996,,,,,,,,,,,,,,0,0,,,,19.084136999999998,19.084136999999998,MEDIO
2015,Norte de Santander,Gramalote,1,5.6,0.5,6.28,1,2.8,,0.17,,,,,35,0,,2.6,,0,,,,231,0,,,,,,,,,,,,,,,,,,,19.29,19.29,MEDIO
2015,Norte de Santander,Hacarí,9,11.222222222199999,1.4222222222,7.6733333333,0.7111111111,31.466666666599998,,0.1916666666,,,,,44.111111111100001,0.3333333333,0.245,2.5285714285,,0,,0.043,,591.77777777769995,0.6666666666,,,,,,,,,,,,,,,,,,,25.952221999999999,25.952221999999999,MEDIO
2015,Norte de Santander,Herrán,9,17.344444444400001,1.9577777777,7.6477777777,0.7555555555,76.722222222200003,,0.1325,,,,,110,16,0.275,1.6666666666,,0,,,,359.3333333333,26.111111111100001,,,,,,,,,,,,,,,,,,,24.773333000000001,24.773333000000001,MEDIO
2015,Norte de Santander,La Esperanza,9,21.2,2.5444444444,7.8244444444,0.7111111111,68.766666666600003,,0.18,,,,,70.666666666599994,0.4444444444,0.2583333333,2.5888888888,,0,,0.87,,460.77777777770001,16.777777777699999,,,,,,,,,,,,,,,,,,,33.867776999999997,33.867776999999997,MEDIO
2015,Norte de Santander,La Playa,10,19.829999999999998,1.81,7.454,0.52,22.98,,0.0614285714,,,,,32.4,1.1,0.49,2.9666666666,,0,,0,,855.8,130,,,,,,,,,,,,,,,,,,,33.649000000000001,33.649000000000001,MEDIO
2015,Norte de Santander,Labateca,7,80.071428571400006,7.1285714285,7.5028571428,0.9142857142,24.157142857099998,,0.0316666666,,,,,49.571428571399998,0,0.694,3.8571428571,,0,,,,135.14285714280001,1.5714285714,,,,,,,,,,,,,,,,,,,36.298571000000003,36.298571000000003,ALTO
2015,Norte de Santander,Los Patios,78,13.1383333333,2.275,8.019,1.1083333333,107.4066666666,,0.0193333333,,,,,139.96666666659999,29.933333333299998,0.54375,6.21,,0,,0.05,,256.57692307690002,18.076923076900002,,,,,,,,,,,,,,0,0,,,,8.278974,8.278974,BAJO
2015,Norte de Santander,Lourdes,19,4.1222222222,0.4283333333,7.9177777777,0.8166666666,86.627777777700004,,0.2272307692,,,,,117.3333333333,5.0555555555,,2.4222222222,,0,,,,517.57894736840001,23.4210526315,,,,,,,,,,,,,,0,0,,,,25.368421000000001,25.368421000000001,MEDIO
2015,Norte de Santander,Mutiscua,11,6.5818181818,0.5909090909,7.5618181818,0.6909090909,34.8363636363,,0.015,,,,,51.4545454545,0.1818181818,,1.4818181818,,0,,,,68.454545454500007,9.4545454545,,,,,,,,,,,,,,0,0,,,,18.249089999999999,18.249089999999999,MEDIO
2015,Norte de Santander,Ocaña,63,2.7702127659,0.4531914893,7.5738297872,0.8468085106,66.548936170199994,,0.0534285714,,,,,78.127659574399999,8.829787233999999,0.072,4.35,,0,,0.066,,161.62295081959999,2.1475409836,,,,,,,,,,,,,,0,0,,,,7.985238,7.985238,BAJO
2015,Norte de Santander,Pamplona,58,2.7113636363,0.3659090909,7.4186363636,0.7552272727,28.2181818181,,0.0208571428,,,,,45,0.4545454545,0.03,3.2813953488,,0,,,,165.5172413793,0.5689655172,,,,,,,,,,,,,,0,0,,,,8.207068,8.207068,BAJO
2015,Norte de Santander,Pamplonita,13,2.6076923076,0.41,7.8638461538,0.7923076923,100.5,,0.0855555555,,,,,117.12153846149999,16.923076923,0.415,1.6583333333,,0,,0.01,,722.38461538460001,29.615384615300002,,,,,,,,,,,,,,0,0,,,,29.909230000000001,29.909230000000001,MEDIO
2015,Norte de Santander,Puerto Santander,12,5.1916666666,0.6666666666,7.7008333333,0.7333333333,91.575000000000003,,0.046,,,,,104.5833333333,7.3333333333,0.05,10.7,,0,,,,202.75,0.5,,,,,,,,,,,,,,,,,,,10.914999999999999,10.914999999999999,BAJO
2015,Norte de Santander,Ragonvalia,16,2.24375,0.315625,7.6375,0.990625,44.5,,0.0176923076,,,,,77.1875,4.5,0.2,5.375,,0,,0,,40.6875,0.125,,,,,,,,,,,,,,,,,,,11.001875,11.001875,BAJO
2015,Norte de Santander,Salazar,15,4.8866666666,0.7266666666,7.874,1.2,36.866666666599997,,0.139090909,,,,,40.0666666666,0.0666666666,,5.0285714285,,0,,,,650.86666666660005,42.466666666599998,,,,,,,,,,,,,,,,,,,22.419333000000002,22.419333000000002,MEDIO
2015,Norte de Santander,San Calixto,13,10.584615384599999,1.0307692307,7.6523076923,0.6615384615,45.056153846100003,,0.23,,,,,54.153846153800004,0.3846153846,0.05,3.2181818181,,0,,,,755.38461538460001,9.0769230769,,,,,,,,,,,,,,,,,,,40.483075999999997,40.483075999999997,ALTO
2015,Norte de Santander,San Cayetano,12,6.9083333333,0.8083333333,7.9783333333,0.8583333333,84.433333333299998,0.09,0.0611111111,,,,,105.41666666659999,31.166666666600001,0.1,4.925,,0,,,,561.41666666660001,51.75,,,,,,,,,,,,,,2,2,,,,29.489166000000001,21.155833000000001,MEDIO
2015,Norte de Santander,Santiago,7,14.3142857142,1.4142857142,7.99,1.7857142857,58.471428571399997,,0.056,,,,,87.857142857100001,10.5714285714,0.775,3.5285714285,,0,,,,0,0,,,,,,,,,,,,,,0,0,,,,7.317142,7.317142,BAJO
2015,Norte de Santander,Sardinata,19,6.1105263157,0.667368421,7.8257894736,0.3626315789,70.378947368400006,,0.0686666666,,,,,96.947368420999993,17.210526315700001,0.05,1.747368421,0,0,,,0,943.05263157889999,32.222222222200003,,,,,,,,,,,,,,,,,,,28.374735999999999,28.374735999999999,MEDIO
2015,Norte de Santander,Silos,18,17.255555555499999,2.0222222222,7.2916666666,1.0777777777,37.144444444400001,,0.0123076923,,,,,77.444444444400006,11.666666666599999,0.5633333333,2.6277777777,,0,,,,263.3333333333,19.5,,,,,,,,,,,,,,0,0,,,,25.369444000000001,25.369444000000001,MEDIO
2015,Norte de Santander,Teorama,12,20.85,2.3666666666,7.4566666666,0.675,42.716666666599998,,0.03,,,,,60.083333333299997,0,0.216,2.475,,0,,,,1066.0833333333001,635.5,,,,,,,,,,,,,,0,1,,,,41.636665999999998,33.448332999999998,ALTO
2015,Norte de Santander,Tibú,13,6.9,0.8,7.3223076923,1.1438461538,31.438461538399999,,0.011,,,,,51.7692307692,0.0769230769,0.1514285714,3.3461538461,,0,,0.17,,186.1538461538,29.7692307692,,,,,,,,,,,,,,,,,,,5.127692,5.127692,BAJO
2015,Norte de Santander,Toledo,19,78.394736842100002,6.3105263157,5.55,0.6342105263,8.4526315789,,0.0264285714,,,,,32.210526315700001,6.0526315789,0.32,2.6105263157,,0,,0,,1773.6315789473001,233.57894736840001,,,,,,,,,,,,,,0,0,,,,32.277894000000003,32.277894000000003,MEDIO
2015,Norte de Santander,Villa Caro,7,12.7571428571,1.1142857142,7.3685714285,0.8857142857,30.0857142857,,0.034,,,,,59.285714285700003,7.5714285714,0.13,1.8714285714,,0,,,,851.28571428570001,29.142857142800001,,,,,,,,,,,,,,,,,,,32.21,32.21,MEDIO
2015,Norte de Santander,Villa Del Rosario,119,2.5509803921,0.4402941176,7.745,0.9696078431,216.075490196,,0.0307228915,,,,,214.4019607843,77.813725490099998,0.12,20.677777777700001,,0,,,,62.252100840300002,1.4033613445,,,,,,,,,,,,,,0,0,,,,7.733697,7.733697,BAJO
2015,Putumayo,Colón,17,,7.6425,7.2947058823,0.4118181818,24.235294117599999,5.6066666666,,,,,,19.9066666666,,,27,,,,,,262.91176470580001,18.494117646999999,,,,,,,,,,,,,,,,,,,34.021763999999997,34.021763999999997,MEDIO
2015,Putumayo,Leguízamo,9,,3.2366666666,6.7733333333,1.47,11.8888888888,6.9428571428,,,,,,26.2571428571,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,9.791111000000001,9.791111000000001,BAJO
2015,Putumayo,Mocoa,53,,11.3562068965,7.0573584905,0.4807142857,15.358490566,4.5812,,,,,,16.167999999999999,,,16.899999999999999,,,,,,1469.1698113207001,239.71773584900001,,,,,,,,,,,,,,,,,,,65.697924,65.697924,ALTO
2015,Putumayo,Orito,3,,,6.6566666666,0,10.666666666599999,0.5,,,,,,4.5,,,,,,,,,1331.8333333333001,46.466666666599998,,,,,,,,,,,,,,,,,,,78.650000000000006,78.650000000000006,ALTO
2015,Putumayo,Puerto Asís,12,,6.41375,6.9091666666,0.29625,12.25,5.7818181818,,,,,,18.127272727200001,,,25.5,,,,,,535.45000000000005,286.6166666666,,,,,,,,,,,,,,,,,,,43.894165999999998,43.894165999999998,ALTO
2015,Putumayo,Puerto Caicedo,13,,1.31,5.5884615384,1.4075,6.6923076923,2.1615384615,,,,,,7.6615384615,,,91,,,,,,388.72307692300001,9.0153846153,,,,,,,,,,,,,,,,,,,26.755383999999999,26.755383999999999,MEDIO
2015,Putumayo,Puerto Guzmán,10,,1.42,7.697,0.7377777777,28.3,6.98,,,,,,34.68,,,34.5,,,,,,241.96,1.69,,,,,,,,,,,,,,,,,,,14.518000000000001,14.518000000000001,MEDIO
2015,Putumayo,San Francisco,10,,2.25,7.404,0.2775,19.7,6.3,,,,,,22.8,,,24,,,,,,139.22999999999999,33.200000000000003,,,,,,,,,,,,,,,,,,,59.179000000000002,59.179000000000002,ALTO
2015,Putumayo,San Miguel,14,,1.1985714285,6.1314285714,,18.357142857100001,14.2307692307,,,,,,37.715384615300003,,,9.5,,,,,,698.27857142849996,231.5785714285,,,,,,,,,,,,,,,,,,,59.398570999999997,59.398570999999997,ALTO
2015,Putumayo,Santiago,6,,18.5425,6.9833333333,0.664,12.333333333300001,2.82,,,,,,12.24,,,31,,,,,,102.1833333333,29.75,,,,,,,,,,,,,,,,,,,25.89,25.89,MEDIO
2015,Putumayo,Sibundoy,12,,9.352499999999999,6.015,1.2933333333,13.666666666599999,6.6181818181,,,,,,14.818181818099999,,,108,,,,,,471.9916666666,371.55,,,,,,,,,,,,,,,,,,,56.061666000000002,56.061666000000002,ALTO
2015,Putumayo,Valle Del Guamuez,17,,2.8854545454,6.8158823529,0.86,42.294117647,9.993333333300001,,,,,,36.8125,,,,,,,,,1374.5882352941001,185.35294117640001,,,,,,,,,,,,,,,,,,,70.144705000000002,70.144705000000002,ALTO
2015,Putumayo,Villagarzón,13,,4.2328571428,7.1907692307,0.61875,10.5384615384,2.7466666666,,,,,,9.9818181818,,,6,,,,,,936.89166666660003,19.238461538399999,,,,,,,,,,,,,,,,,,0,53.362307000000001,53.362307000000001,ALTO
2015,Quindio,Armenia,131,4.854961832,0.7916030534,7.3446564885,0.9832061068,38.557251908300003,14.1221374045,0.1090229007,,,,,50.763358778600001,14.435114503799999,0.0981538461,4.0621875,,,0.01,0.0109,,0.0620155038,0,,,,,,,,,,,,,,,,,,0,0.355496,0.355496,SIN RIESGO
2015,Quindio,Buenavista,32,4.85625,0.45,7.2446875,0.6734375,54.8125,15.125,0.0059375,,,,,61.5625,10.71875,0.0896875,1.0903125,,,,0.0807692307,,0,0,,,,,,,,,,,,,,,,,,0,0.599375,0.599375,SIN RIESGO
2015,Quindio,Calarca,79,4.8088607594,1.0189873417,7.3602531645,0.7765822784,61.227848101200003,24.2405063291,0.0013797468,,,,,76.088607594899997,23.417721518899999,0.1182278481,8.0894936708,,,,0.074516129,,4.1688311688,0,,,,,,,,,,,,,,,,,,0,3.97886,3.97886,SIN RIESGO
2015,Quindio,Circasia,38,5.7868421052,1.25,7.2081578947,0.7257894736,27.476315789400001,10.263157894700001,0.0028947368,,,,,38.526315789400002,12.0526315789,0.1928947368,2.1681578947,,,,0.0703125,,7.8108108108,0.3157894736,,,,,,,,,,,,,,,,,,0,8.021315,8.021315,BAJO
2015,Quindio,Córdoba,15,4.96,0.7133333333,7.36,1.48,70,20.399999999999999,0.0518,,,,,70.400000000000006,9.1333333333,0.0513333333,1.3,,,,0.09,,0,0,,,,,,,,,,,,,,,,,,,4.650666,4.650666,SIN RIESGO
2015,Quindio,Filandia,37,5.4081081081,1.0567567567,6.8435135135,1.2513513513,13.3513513513,6.054054054,0,,,,,21.5405405405,7.8378378378,0.1594594594,2.5164864864,,,,0.0593548387,,0.9444444444,0.5277777777,,,,,,,,,,,,,,,,,,,4.085135,4.085135,SIN RIESGO
2015,Quindio,Génova,21,4.9142857142,0.619047619,7.2609523809,1.1976190476,63.523809523799997,35.619047619,0,,,,,106.66666666659999,41.285714285700003,0.1004761904,2.02,,,,0.0758823529,,0,0,,,,,,,,,,,,,,,,,,,0.830476,0.830476,SIN RIESGO
2015,Quindio,La Tebaida,58,5.7206896551,1.6724137931,7.0193103448,0.6413793103,50.310344827500003,16.103448275800002,0.0154827586,,,,,58.526315789400002,16.4210526315,0.1760344827,4.9908620689,,,,0.0738636363,,7.5,0.0689655172,,,,,,,,,,,,,,,,,,,7.006034,7.006034,BAJO
2015,Quindio,Montenegro,32,5.5875,1.54375,6.9259375,1.05625,23.375,7.15625,0.010625,,,,,31.53125,8.25,0.165,3.1703125,,,,0.0654545454,,3.90625,0.625,,,,,,,,,,,,,,,,,,,4.903437,4.903437,SIN RIESGO
2015,Quindio,Pijao,24,5.7875,1.2583333333,7.5029166666,0.5625,55.458333333299997,15.166666666599999,0.00575,,,,,59.708333333299997,10.625,0.0808333333,1.13875,,,,0.058,,6.6666666666,1.9166666666,,,,,,,,,,,,,,,,,,,7.5175,7.5175,BAJO
2015,Quindio,Quimbaya,26,5.1346153846,0.773076923,7.2657692307,0.8769230769,36.730769230699998,7.423076923,0.0057307692,,,,,33.884615384600004,7.423076923,0.1203846153,1.7692307692,,,,0.0852941176,,10.0384615384,1.2692307692,,,,,,,,,,,,,,,,,,,10.293075999999999,10.293075999999999,BAJO
2015,Quindio,Salento,31,4.4677419354,0.5967741935,7.1548387096,0.9032258064,46.354838709600003,18.741935483799999,0.0063870967,,,,,64.967741935399999,20.032258064499999,0.1180645161,1.5741935483,,,,0.07,,22.290322580600002,10,,,,,,,,,,,,,,,,,,,12.002257999999999,12.002257999999999,BAJO
2015,Risaralda,Apía,59,5.3050847457,0.5408474576,7.9401694915,1.006875,79.932203389799994,23.8275862068,1.5885714285,0,,4.2857142857,2,81.142857142799997,37,0,4.2758620689,3,0,,0.103125,,360.87288135590001,25.508474576200001,,,,,,0,,0,,,,,,,,,,11379.6610169491,14.511016,14.511016,MEDIO
2015,Risaralda,Balboa,60,4.5,0.5091666666,6.9071666666,1.1756,19.086206896499998,6.7894736842,0.032,,,1.7222222222,,23.833333333300001,,,4.8275862068,,0,,0.0710526315,,2189.5250000000001,19.274999999999999,,,,,,,,,,,,,,,,,,9450.8333333332994,14.522166,14.522166,MEDIO
2015,Risaralda,Belén De Umbría,43,5.3953488372,1.5427906976,7.6079069767,0.8371428571,51,15.8604651162,0.0142857142,0,,3.8518518518,,61.111111111100001,,0.036,3.8604651162,,0,,0.1306666666,,1359.7441860465001,118.3906976744,,,,,,0,,0,,,,,,,,,,11994.186046511601,15.191162,15.191162,MEDIO
2015,Risaralda,Dosquebradas,229,4.4366812227,0.8014847161,7.3808296943,0.7965517241,44.101063829700003,17.680851063799999,0.0278571428,0,3,4.819047619,41,63.409523809500001,,0.0252941176,8.4574468085,,0,,0.2175,,474.64061135370002,25.4323144104,0,,,,,0,,0,0,0,,,,,,,,3002.4017467248,14.624060999999999,14.624060999999999,MEDIO
2015,Risaralda,Guática,76,6.5921052631,1.254868421,7.0443421052,0.94875,38.32,10.6891891891,2.209090909,0,,1.976744186,,32.139534883700001,,0.065,3.44,,0,,0.0604166666,,379.72368421049998,72.285526315699997,0,,,,,0,,0,0,0,,,,,,,,4806.7434210525998,14.578946999999999,14.578946999999999,MEDIO
2015,Risaralda,La Celia,41,3.1951219512,0.3680487804,7.0060975609,1.1278787878,15.926829268200001,5.0731707317,0.02,0,,1.52,,17.36,,0,3.2682926829,,0,,0.0864285714,,406.1875,21.7,,,,,,0,,0,,,,,,,,,,9936.25,11.982926000000001,11.982926000000001,BAJO
2015,Risaralda,La Virginia,48,4,0.64125,7.0785416666,1.295609756,52.222222222200003,17.466666666599998,0.1066666666,0,,3.875,,66.958333333300004,,0,7.0444444444,,0,,0.0707692307,,489.60416666660001,9.927083333300001,0,,,,,0,,0,0,0,,,,,,,,6020.8333333333003,14.163333,14.163333,MEDIO
2015,Risaralda,Marsella,60,5.1333333333,1.547,7.5476666666,0.7956,57.129629629599997,16.6851851851,0.0091666666,0,,3.6341463414,,59.268292682899997,,0,4.5,,0,,0.0666666666,,1144.4483333333001,121.25,,,,,,0,,0,,,,,,,,,,54260.833333333299,17.445665999999999,17.445665999999999,MEDIO
2015,Risaralda,Mistrató,49,3.3061224489,1.5144897959,7.6208163265,3.8547058823,66.102040816300004,19.416666666600001,0.0514285714,0,,5.28125,,75.59375,,0.0242857142,3.6530612244,,0,,0.1413333333,,724.17346938770004,48.663265306100001,,,,,,0,,0,,,,,,,,,,7021.875,17.843060999999999,17.843060999999999,MEDIO
2015,Risaralda,Pereira,348,4.2914798206,0.8226008968,7.2820179372,1.3548636363,42.251336898300003,20.165775401000001,0.0472,0,,4.3620689655,,74.025862068899997,,0,4.6612903225,,0,,0.0878378378,,257.79596541780001,9.4922190201,,,,,,0,,0,,,,,,,,,,4986.6379310344,6.920689,6.920689,BAJO
2015,Risaralda,Pueblo Rico,56,4.0892857142,0.34875,7.23625,1.2646875,30.321428571399998,9.910714285699999,0.0314285714,0,,2.5531914893,,37.893617021200001,,0,4.3035714285,,0,,0.0642857142,,4882.8482142857001,141.16071428570001,,,,,,0,,0,,,,,,,,,,39564.285714285703,30.514821000000001,30.514821000000001,MEDIO
2015,Risaralda,Quinchía,51,5.2352941176,1.3035294117,7.221372549,0.6429268292,39.448979591799997,14.204081632599999,0.014,0,,2.46875,,42.5,,0,6.5714285714,,0,,0.1307692307,,1340.8137254901001,31.539215686199999,,,,,,0,,0,,,,,,,,,,9733.3333333332994,16.422941000000002,16.422941000000002,MEDIO
2015,Risaralda,Santa Rosa De Cabal,55,6.2727272727,1.3972727272,7.4612727272,0.49,53.76,29.48,0.0385714285,0,,5.8275862068,,102.5862068965,,0.0966666666,42.086956521700003,,0,,0.1146666666,,966.829090909,28.127272727200001,0,,,,,0,,0,0,0,,,,,,,,10702.727272727199,14.192727,14.192727,MEDIO
2015,Risaralda,Santuario,47,4.2978723404,0.3314893617,6.9642553191,0.7782857142,14.2553191489,4.8510638297,0.012,0,,1.3571428571,,18.4285714285,,0,3.2045454545,,0,,0.0721428571,,624.12765957440001,15.2127659574,,,,,,0,,0,,,,,,,,,,8808.5106382977992,13.461276,13.461276,BAJO
2015,Santander,Aguada,9,0.9055555555,0.3366666666,7.4088888888,1.2142857142,46,18.611111111100001,,,,12.6011111111,,72.433333333299998,17.911666666599999,0.1,8.2022222222,,0.0105714285,,,,905,300,,,,,,,,,,,,,,,,,,,9.874444,9.874444,BAJO
2015,Santander,Albania,7,0.7142857142,0.2357142857,7.5,1,78.214285714200003,25.742857142799998,,,,31.1514285714,,154.68571428569999,69.87,0.05,5.1657142857,,0.0262,,0.09,,1292.8571428570999,1410,,,,,,,,,,,,,,,,,,,32.004285000000003,32.004285000000003,MEDIO
2015,Santander,Aratoca,9,1.8888888888,0.4277777777,7.2655555555,0.3857142857,23.722222222199999,6.1,,,,5.1766666666,,27.666666666600001,6.3866666666,0.0971428571,4.17875,,0.0205714285,,0.04,,963.375,75.25,,,,,,,,,,,,,,,,,,,31.928888000000001,31.928888000000001,MEDIO
2015,Santander,Barbosa,9,0.3722222222,0.9611111111,7.7022222222,1.5566666666,52.7,35.611111111100001,,,,21.1455555555,,123.71666666660001,62.07,0.1214285714,10.981111111100001,,0.0132,,0,,1396.3333333333001,85.111111111100001,,,,,,,,,,,,,,,,,,,30.994444000000001,30.994444000000001,MEDIO
2015,Santander,Barichara,11,0.319,0.69,7.3272727272,1.2,7.3,3.55,0.9,,,3.7422222222,,21.79,30.957142857099999,0.1157142857,7.495,,0.014625,,,,4.7,0,,,,,,,,,,,,,,,,,,,4.38,4.38,SIN RIESGO
2015,Santander,Barrancabermeja,140,2.4118115942,0.7622463768,7.0857142857,1.1388571428,13.3192028985,10.491897810199999,,,,8.3634057971,,45.780797101399997,24.5534821428,0.3015789473,10.277810218899999,,0.0139381443,,0,0,17.463768115899999,0.7737226277,,,,,,,,,,,,,,,,,,,2.332142,2.332142,SIN RIESGO
2015,Santander,Betulia,11,4.2627272727,0.629090909,6.0727272727,1.3055555555,3.6363636363,3.9363636363,,,,4.3645454545,,22.127272727200001,18.2575,0.0666666666,6.4463636363,,0.0226666666,,0,,5.3,0.1,,,,,,,,,,,,,,,,,,,7.500909,7.500909,BAJO
2015,Santander,Bolívar,8,0.395,0.71,7.6,0.975,133.5625,24.512499999999999,,,,24.838750000000001,,138.35,28.861999999999998,0.0533333333,9.74,,0.0206666666,,0,,3.2857142857,0,,,,,,,,,,,,,,,,,,,4.8075,4.8075,SIN RIESGO
2015,Santander,Bucaramanga,241,0.3727272727,0.2569090909,7.3874107142,0.9634285714,43.147727272700003,20.740954545400001,,,,11.0827272727,,71.475454545399998,42.395882352900003,0.01975,7.698,,0.0193582887,,0.07875,0,3.2130434782,0.5304347826,,,,,,,,,,,,,,1.3333333333,0,,,0,2.329419,1.914481,SIN RIESGO
